numero habitantes,Zona_Entorno,Region,consumo kwh mensual,Aislamiento_Termico,Material_Vivienda,Uso_Calentador,Tiene_AC,Indice_Eficiencia_Energetica,Horas_Ocupacion_dia,Temp_Promedio_Celsius,area construccion metros cuadrados,gasto usd mensual
3,Comercial,Oriente,247.2,Bueno,Mixto,Si,Si,65,19,19.1,83.8,28.52
6,Comercial,Sierra,189.9,Regular,Hormigon,No,No,54,7,26.7,91.9,30.17
2,Comercial,Costa,170.7,Regular,Hormigon,No,Si,55,15,20.1,108.4,20.74
4,Comercial,Oriente,266.6,Bueno,Madera,No,No,52,20,18.6,57.0,45.67
3,Comercial,Costa,215.3,Malo,Hormigon,No,No,64,4,23.7,124.1,29.92
4,Comercial,Costa,316.4,Malo,Mixto,Si,No,69,21,27.3,90.2,44.02
4,Residencial,Sierra,265.0,Bueno,Hormigon,Si,Si,92,19,19.7,123.4,29.42
7,Comercial,Costa,250.2,Regular,Hormigon,Si,Si,95,4,22.7,87.1,29.38
6,Comercial,Costa,238.2,Regular,Mixto,Si,No,46,13,24.3,97.0,26.7
3,Residencial,Oriente,181.8,Regular,Madera,No,No,96,22,20.4,89.4,24.37
5,Residencial,Sierra,220.8,Malo,Madera,No,No,94,19,25.6,103.4,31.99
2,Comercial,Costa,112.3,Regular,Hormigon,Si,No,91,17,19.3,115.6,18.75
4,Residencial,Oriente,284.4,Malo,Mixto,No,No,43,5,18.7,119.2,37.27
5,Comercial,Sierra,310.5,Regular,Madera,Si,No,82,9,25.8,106.4,39.38
2,Residencial,Sierra,248.9,Bueno,Madera,No,No,79,8,21.7,78.8,44.52
4,Comercial,Oriente,190.2,Bueno,Madera,No,No,77,15,19.4,165.5,29.76
4,Residencial,Oriente,280.7,Malo,Hormigon,No,Si,96,7,24.4,86.0,36.0
3,Residencial,Oriente,156.7,Malo,Mixto,No,No,69,7,31.7,141.6,24.38
2,Comercial,Oriente,122.0,Bueno,Hormigon,No,Si,49,8,28.9,114.7,25.98
6,Comercial,Oriente,176.7,Bueno,Madera,No,No,69,10,30.2,114.3,27.64
5,Comercial,Costa,175.4,Regular,Mixto,Si,Si,78,9,31.1,117.4,34.64
5,Comercial,Costa,208.5,Bueno,Hormigon,No,Si,46,16,32.6,50.0,30.79
5,Comercial,Sierra,205.3,Malo,Madera,Si,No,75,7,29.4,177.5,28.55
6,Residencial,Costa,372.5,Bueno,Madera,Si,Si,74,16,27.1,125.2,43.76
3,Comercial,Costa,223.0,Malo,Hormigon,Si,Si,63,7,23.5,93.4,30.66
3,Comercial,Costa,121.4,Malo,Madera,Si,No,78,13,20.7,68.1,16.28
4,Residencial,Oriente,171.9,Regular,Madera,Si,No,75,23,28.3,65.5,20.31
3,Residencial,Sierra,247.6,Regular,Mixto,Si,No,84,4,32.9,147.1,30.27
1,Comercial,Sierra,183.9,Regular,Madera,No,Si,59,11,25.0,135.8,34.5
2,Residencial,Sierra,186.3,Regular,Hormigon,No,No,88,10,28.9,142.4,21.66
3,Residencial,Sierra,191.5,Bueno,Mixto,No,Si,71,8,25.4,73.7,28.33
3,Comercial,Costa,173.8,Regular,Hormigon,Si,No,98,6,24.5,53.3,24.05
7,Residencial,Costa,201.5,Bueno,Madera,Si,No,78,18,24.2,107.8,37.71
3,Residencial,Oriente,182.5,Regular,Mixto,Si,Si,88,20,25.6,113.3,29.11
5,Comercial,Sierra,361.7,Regular,Mixto,No,Si,65,16,23.5,88.6,41.93
4,Comercial,Costa,274.4,Malo,Mixto,No,Si,65,18,29.2,135.4,30.41
7,Residencial,Costa,379.2,Bueno,Mixto,No,No,75,22,31.1,110.2,43.35
3,Residencial,Oriente,149.5,Malo,Hormigon,Si,No,82,23,31.2,88.7,21.28
6,Comercial,Oriente,244.2,Regular,Madera,Si,No,74,17,21.4,57.3,27.12
4,Residencial,Oriente,293.8,Bueno,Madera,Si,Si,82,16,31.4,87.0,37.83
4,Residencial,Costa,159.2,Regular,Mixto,No,Si,74,15,23.1,114.3,28.87
4,Residencial,Costa,377.0,Malo,Madera,Si,Si,51,12,22.6,50.0,43.94
3,Comercial,Oriente,154.9,Bueno,Hormigon,Si,Si,72,6,28.9,112.6,23.62
3,Residencial,Sierra,193.0,Malo,Madera,Si,No,75,14,22.6,151.4,23.71
4,Residencial,Oriente,272.3,Regular,Hormigon,Si,Si,53,13,18.8,113.1,31.35
4,Comercial,Oriente,267.0,Regular,Hormigon,No,Si,72,4,23.6,151.0,35.32
4,Residencial,Oriente,252.6,Regular,Madera,No,No,85,20,28.8,106.3,31.33
1,Residencial,Oriente,267.6,Bueno,Hormigon,Si,No,84,16,22.9,134.8,34.94
3,Comercial,Costa,268.7,Malo,Hormigon,Si,Si,84,17,27.4,113.0,31.61
2,Comercial,Sierra,231.7,Malo,Hormigon,No,Si,63,4,27.9,138.2,30.27
4,Comercial,Oriente,191.7,Regular,Hormigon,No,Si,54,5,29.0,83.0,26.67
6,Comercial,Sierra,322.7,Malo,Mixto,Si,Si,70,5,31.5,124.1,38.67
6,Residencial,Sierra,237.8,Bueno,Madera,No,Si,56,10,24.5,147.1,32.27
3,Residencial,Sierra,318.2,Regular,Mixto,No,Si,51,12,20.5,83.1,38.09
5,Comercial,Oriente,307.6,Regular,Hormigon,Si,No,61,7,22.8,153.1,37.93
4,Comercial,Costa,279.8,Regular,Madera,No,No,62,5,24.5,111.9,35.69
6,Residencial,Oriente,311.6,Bueno,Hormigon,No,No,65,22,28.7,88.8,47.15
3,Comercial,Sierra,291.6,Regular,Madera,No,No,53,8,18.2,57.8,37.03
5,Residencial,Sierra,287.5,Regular,Mixto,No,Si,51,12,22.7,131.4,33.88
6,Comercial,Costa,245.5,Regular,Madera,Si,Si,89,16,29.7,97.9,30.6
2,Residencial,Oriente,145.9,Regular,Hormigon,No,Si,43,15,28.1,91.7,19.12
6,Comercial,Sierra,201.1,Malo,Madera,No,Si,98,22,29.0,114.9,27.27
3,Comercial,Costa,373.2,Regular,Madera,Si,No,85,12,30.2,85.1,40.3
4,Residencial,Sierra,152.9,Bueno,Mixto,No,Si,90,13,29.7,62.3,19.17
4,Comercial,Costa,207.8,Regular,Hormigon,Si,Si,52,22,28.2,159.0,29.46
4,Residencial,Costa,191.1,Regular,Madera,Si,Si,96,13,24.6,100.9,21.31
3,Residencial,Oriente,228.0,Malo,Mixto,No,Si,94,15,32.8,137.1,27.7
3,Residencial,Sierra,160.3,Regular,Madera,No,No,57,17,26.5,87.6,23.87
2,Residencial,Oriente,207.8,Malo,Hormigon,No,Si,82,11,21.0,76.5,28.63
3,Residencial,Sierra,352.8,Bueno,Madera,No,No,67,19,22.4,99.2,39.43
4,Comercial,Oriente,162.4,Malo,Madera,No,Si,77,20,28.4,122.0,20.77
5,Comercial,Sierra,237.4,Regular,Madera,Si,Si,80,23,31.9,112.4,26.11
4,Residencial,Oriente,172.8,Bueno,Madera,No,Si,83,7,20.7,140.9,25.68
3,Comercial,Costa,280.9,Regular,Hormigon,Si,No,58,9,19.2,50.0,37.86
4,Residencial,Sierra,170.3,Malo,Mixto,No,Si,85,15,31.2,144.1,23.91
4,Comercial,Sierra,267.8,Bueno,Mixto,Si,Si,86,21,31.7,99.6,34.77
3,Comercial,Costa,86.1,Bueno,Madera,No,Si,82,10,22.1,78.3,15.91
5,Comercial,Oriente,226.6,Malo,Hormigon,No,No,77,8,23.7,105.2,29.27
5,Comercial,Sierra,199.8,Malo,Hormigon,No,No,85,13,27.9,106.3,29.82
4,Residencial,Sierra,159.3,Bueno,Hormigon,No,Si,42,9,22.9,104.7,24.91
4,Residencial,Oriente,213.4,Bueno,Hormigon,No,No,58,17,31.2,120.2,26.38
2,Comercial,Costa,253.4,Malo,Hormigon,Si,Si,59,9,19.6,125.4,27.73
4,Comercial,Oriente,149.1,Regular,Hormigon,No,Si,64,17,18.6,50.0,19.28
3,Residencial,Oriente,297.1,Bueno,Madera,No,No,50,15,21.1,135.4,37.3
2,Comercial,Oriente,261.0,Malo,Mixto,No,Si,95,15,22.3,106.9,28.27
3,Residencial,Sierra,229.2,Regular,Mixto,Si,Si,56,11,19.7,93.4,29.11
6,Residencial,Costa,316.9,Bueno,Madera,No,No,99,13,19.0,50.0,46.12
2,Residencial,Costa,156.1,Bueno,Mixto,Si,No,98,19,29.3,140.5,21.47
3,Comercial,Oriente,171.2,Malo,Hormigon,No,No,88,23,20.5,160.4,25.22
5,Residencial,Sierra,297.9,Regular,Hormigon,Si,No,94,11,31.7,97.6,43.34
5,Comercial,Oriente,375.7,Bueno,Mixto,No,Si,74,12,23.5,123.2,43.94
4,Residencial,Sierra,409.0,Regular,Hormigon,No,Si,53,16,28.1,90.9,47.9
7,Comercial,Sierra,403.7,Regular,Hormigon,Si,Si,98,23,21.4,110.0,43.38
3,Comercial,Sierra,203.6,Bueno,Mixto,No,Si,78,20,21.6,132.6,27.54
4,Comercial,Sierra,174.9,Regular,Madera,Si,Si,96,22,26.6,91.0,21.08
6,Residencial,Costa,214.3,Bueno,Mixto,No,Si,58,20,26.4,98.1,36.74
2,Residencial,Sierra,225.3,Regular,Mixto,No,Si,42,10,29.5,72.9,29.2
3,Comercial,Sierra,162.4,Bueno,Mixto,Si,Si,73,4,29.4,69.1,22.21
5,Comercial,Oriente,195.0,Malo,Mixto,No,No,97,23,28.1,120.4,25.99
4,Comercial,Oriente,293.1,Bueno,Madera,Si,Si,88,17,24.7,77.7,32.19
3,Residencial,Costa,152.0,Bueno,Madera,Si,Si,80,20,31.4,80.7,21.66
4,Residencial,Oriente,261.6,Bueno,Hormigon,No,Si,61,16,27.3,94.4,32.74
3,Residencial,Sierra,148.0,Regular,Hormigon,No,Si,77,5,32.9,122.9,20.1
5,Residencial,Oriente,213.2,Malo,Mixto,No,Si,95,17,30.3,129.4,27.22
4,Comercial,Costa,155.0,Regular,Hormigon,Si,No,66,4,18.7,109.0,29.23
3,Comercial,Oriente,243.2,Regular,Madera,Si,No,60,8,22.8,91.7,28.31
6,Residencial,Oriente,257.7,Bueno,Hormigon,No,No,80,10,26.6,119.5,35.12
2,Residencial,Costa,92.5,Regular,Hormigon,Si,Si,70,22,28.8,92.1,13.63
5,Comercial,Costa,234.5,Bueno,Hormigon,Si,Si,66,17,26.3,98.0,27.42
7,Residencial,Sierra,266.8,Malo,Mixto,Si,Si,76,17,29.8,74.3,33.26
7,Residencial,Oriente,324.5,Regular,Hormigon,Si,Si,41,18,22.2,115.1,38.95
6,Residencial,Sierra,287.1,Regular,Madera,No,No,93,8,20.8,114.1,35.52
5,Residencial,Oriente,241.2,Regular,Madera,No,No,86,8,18.8,103.6,32.76
2,Residencial,Oriente,323.4,Bueno,Madera,No,Si,48,5,26.6,75.1,38.41
6,Residencial,Sierra,227.8,Bueno,Madera,Si,Si,58,21,28.3,92.7,26.03
3,Comercial,Oriente,175.8,Regular,Hormigon,Si,No,81,12,22.9,149.8,22.99
4,Residencial,Oriente,117.8,Regular,Mixto,Si,No,75,13,27.2,57.7,15.71
2,Residencial,Oriente,171.7,Malo,Madera,Si,No,49,21,18.8,119.6,28.49
7,Comercial,Costa,216.9,Malo,Madera,No,No,98,7,19.5,73.2,31.11
3,Comercial,Sierra,139.4,Malo,Mixto,Si,No,79,11,28.5,153.7,19.81
3,Comercial,Costa,277.9,Malo,Mixto,Si,No,93,21,23.5,122.9,33.11
2,Residencial,Sierra,180.0,Malo,Madera,No,No,84,23,28.1,160.5,26.19
3,Comercial,Sierra,289.5,Bueno,Madera,No,Si,78,20,30.5,100.9,36.26
6,Residencial,Oriente,271.2,Malo,Mixto,No,Si,46,19,30.8,89.0,35.38
5,Residencial,Sierra,331.5,Malo,Madera,Si,No,43,21,20.6,122.2,36.15
3,Residencial,Costa,232.3,Regular,Madera,Si,Si,54,10,25.3,89.2,28.09
4,Comercial,Costa,196.0,Bueno,Hormigon,Si,No,51,4,29.0,107.4,27.03
6,Comercial,Costa,190.3,Malo,Mixto,Si,Si,87,4,29.6,112.3,28.96
4,Comercial,Sierra,241.9,Malo,Hormigon,Si,No,45,21,29.8,120.6,34.59
6,Comercial,Costa,292.4,Malo,Hormigon,Si,Si,99,7,21.4,81.4,35.26
6,Comercial,Sierra,271.4,Regular,Mixto,No,No,48,23,20.9,77.2,32.81
5,Residencial,Costa,242.0,Regular,Hormigon,Si,Si,74,23,26.9,105.6,32.03
4,Residencial,Costa,143.0,Regular,Madera,No,Si,47,7,29.1,128.7,26.0
5,Residencial,Sierra,197.9,Malo,Hormigon,No,No,46,9,22.8,142.6,29.73
3,Residencial,Costa,208.6,Regular,Mixto,No,No,43,6,19.6,71.5,29.23
3,Comercial,Oriente,204.9,Malo,Madera,Si,No,97,9,28.8,75.7,27.11
5,Comercial,Sierra,314.8,Bueno,Madera,Si,Si,52,16,22.5,101.7,41.09
6,Residencial,Sierra,328.1,Malo,Madera,No,Si,58,10,20.5,108.1,39.87
4,Comercial,Sierra,170.8,Regular,Madera,Si,Si,46,7,20.2,139.8,23.81
5,Comercial,Oriente,264.5,Bueno,Hormigon,Si,Si,49,4,22.7,160.3,32.18
3,Residencial,Sierra,127.6,Malo,Hormigon,No,No,64,9,26.9,113.4,21.15
4,Residencial,Costa,326.1,Bueno,Madera,Si,No,83,8,23.4,81.0,41.62
7,Comercial,Costa,348.8,Bueno,Mixto,Si,Si,97,16,18.3,50.0,59.18
2,Comercial,Costa,259.1,Bueno,Madera,Si,No,74,22,19.5,175.1,28.22
4,Residencial,Sierra,319.6,Malo,Hormigon,Si,No,97,7,22.4,119.4,39.69
5,Residencial,Costa,299.9,Regular,Madera,No,No,64,9,27.9,134.2,34.81
3,Residencial,Sierra,229.7,Malo,Hormigon,No,No,68,16,19.5,129.2,37.52
2,Comercial,Costa,218.7,Regular,Madera,Si,Si,95,8,26.4,94.8,26.27
2,Residencial,Oriente,129.1,Malo,Mixto,Si,No,51,16,19.8,123.3,15.74
3,Residencial,Oriente,112.3,Malo,Madera,Si,No,90,13,21.2,53.7,19.84
6,Comercial,Oriente,184.1,Malo,Mixto,No,No,86,6,20.6,102.0,23.06
5,Comercial,Oriente,210.6,Regular,Mixto,Si,Si,79,16,19.0,86.2,29.54
5,Comercial,Sierra,257.6,Malo,Madera,Si,No,51,15,28.1,60.6,34.01
3,Comercial,Costa,282.5,Bueno,Mixto,No,Si,91,7,25.0,52.5,38.07
2,Comercial,Oriente,143.5,Malo,Mixto,Si,Si,45,13,30.5,121.2,24.22
7,Residencial,Sierra,195.3,Bueno,Hormigon,No,No,99,6,19.5,122.0,23.31
3,Residencial,Oriente,99.0,Regular,Hormigon,Si,No,49,20,20.2,122.1,16.57
5,Comercial,Oriente,271.7,Regular,Mixto,No,Si,41,12,22.6,118.6,33.73
6,Comercial,Sierra,376.6,Malo,Madera,Si,Si,95,4,29.5,107.7,60.27
3,Comercial,Sierra,288.4,Malo,Mixto,Si,Si,84,21,22.6,108.7,41.14
3,Comercial,Costa,256.3,Malo,Madera,No,Si,64,12,24.1,60.2,27.86
6,Comercial,Costa,324.9,Bueno,Hormigon,No,No,46,23,22.5,134.6,42.53
7,Residencial,Oriente,372.9,Regular,Madera,No,Si,79,12,19.2,105.6,44.49
7,Residencial,Oriente,303.7,Bueno,Mixto,No,No,62,5,32.1,146.7,51.15
1,Residencial,Costa,220.6,Bueno,Mixto,No,No,87,22,26.2,95.6,27.21
4,Residencial,Costa,293.3,Malo,Mixto,Si,Si,50,19,29.8,148.0,44.38
3,Comercial,Sierra,204.0,Malo,Mixto,No,No,97,6,27.9,86.6,33.36
4,Residencial,Costa,180.3,Bueno,Mixto,No,Si,75,19,25.7,103.6,29.17
3,Comercial,Costa,233.1,Bueno,Madera,No,Si,88,16,19.3,126.2,31.3
4,Comercial,Oriente,247.8,Malo,Mixto,No,Si,87,6,27.6,122.7,45.36
3,Comercial,Costa,125.4,Malo,Hormigon,Si,No,90,13,20.3,138.7,16.66
4,Residencial,Oriente,281.5,Bueno,Mixto,Si,No,62,21,24.2,84.5,35.42
4,Comercial,Costa,195.7,Malo,Madera,Si,Si,98,9,27.4,71.6,23.3
3,Residencial,Sierra,238.7,Malo,Mixto,Si,No,82,9,29.7,50.0,28.43
2,Residencial,Costa,336.1,Bueno,Mixto,Si,No,46,21,28.3,60.4,38.57
4,Comercial,Costa,269.5,Bueno,Madera,No,No,66,9,28.1,57.8,33.5
4,Comercial,Costa,260.4,Regular,Mixto,Si,No,52,9,20.2,92.2,34.98
6,Comercial,Oriente,202.8,Bueno,Madera,Si,No,90,16,23.2,111.4,23.58
3,Residencial,Sierra,137.6,Malo,Mixto,No,Si,56,17,18.6,129.9,16.27
5,Comercial,Costa,330.8,Bueno,Hormigon,No,No,71,10,28.8,135.4,39.37
5,Residencial,Oriente,301.4,Bueno,Mixto,Si,No,65,16,32.3,137.7,38.39
3,Comercial,Sierra,119.0,Bueno,Madera,Si,Si,96,18,22.0,156.8,22.55
5,Comercial,Oriente,297.5,Regular,Hormigon,No,No,99,15,19.3,112.0,33.0
4,Residencial,Oriente,267.7,Regular,Madera,Si,No,61,4,25.1,113.6,36.74
3,Residencial,Sierra,162.0,Malo,Mixto,No,No,52,6,30.9,106.2,21.28
5,Residencial,Costa,204.3,Regular,Hormigon,No,Si,51,21,26.3,106.4,27.92
6,Residencial,Oriente,213.8,Bueno,Madera,Si,No,46,11,18.7,111.5,29.06
5,Residencial,Oriente,325.9,Regular,Hormigon,Si,No,40,5,32.6,118.9,41.96
6,Residencial,Costa,198.7,Bueno,Hormigon,Si,Si,72,7,30.4,107.9,28.08
3,Comercial,Costa,274.8,Regular,Madera,No,Si,91,21,20.0,74.9,31.47
5,Comercial,Sierra,318.1,Regular,Hormigon,No,No,94,16,31.8,126.0,37.5
7,Residencial,Sierra,128.4,Regular,Madera,Si,Si,53,18,24.8,61.2,21.59
1,Comercial,Sierra,218.4,Bueno,Hormigon,Si,Si,98,5,23.6,138.9,32.93
4,Residencial,Costa,246.0,Regular,Hormigon,Si,Si,86,13,24.9,96.6,31.74
3,Comercial,Oriente,167.5,Bueno,Hormigon,No,No,82,5,30.5,137.0,25.24
3,Comercial,Oriente,181.3,Bueno,Mixto,No,No,95,15,27.9,66.3,25.37
5,Residencial,Sierra,178.4,Malo,Mixto,No,Si,97,8,18.9,61.8,25.64
2,Residencial,Costa,120.7,Regular,Madera,Si,Si,80,15,32.4,123.1,21.31
5,Residencial,Oriente,322.1,Malo,Hormigon,No,Si,56,4,20.2,79.7,41.13
5,Comercial,Sierra,290.8,Malo,Madera,No,Si,43,5,29.2,124.3,38.41
3,Residencial,Oriente,251.6,Bueno,Mixto,Si,No,91,19,27.5,148.3,34.46
4,Comercial,Oriente,264.5,Regular,Mixto,No,Si,90,5,20.8,95.4,33.53
5,Residencial,Costa,299.2,Bueno,Mixto,Si,No,78,19,20.6,78.4,38.42
6,Comercial,Costa,204.3,Bueno,Mixto,No,Si,40,23,31.1,101.0,22.78
3,Comercial,Oriente,251.5,Regular,Madera,Si,No,80,19,24.3,85.3,30.3
3,Residencial,Sierra,177.5,Bueno,Hormigon,Si,No,84,9,27.8,72.5,27.14
5,Comercial,Costa,317.2,Regular,Madera,No,Si,63,16,25.6,136.6,40.61
5,Comercial,Oriente,205.2,Regular,Hormigon,Si,No,73,15,28.9,97.5,25.51
3,Residencial,Costa,131.0,Bueno,Mixto,No,No,73,13,25.2,86.2,24.94
3,Comercial,Costa,179.2,Bueno,Hormigon,Si,No,63,8,22.3,157.1,21.51
3,Residencial,Costa,224.8,Malo,Mixto,Si,Si,98,11,23.5,106.8,28.15
4,Residencial,Oriente,144.5,Bueno,Madera,Si,No,54,9,30.9,98.7,28.77
7,Residencial,Sierra,236.6,Regular,Hormigon,No,No,56,8,25.0,69.8,30.19
4,Residencial,Sierra,272.4,Malo,Madera,Si,Si,52,23,21.2,117.8,34.87
4,Comercial,Sierra,223.3,Regular,Mixto,Si,Si,46,9,32.0,105.1,29.54
6,Comercial,Costa,225.5,Malo,Madera,No,No,48,20,29.9,137.6,29.11
3,Comercial,Oriente,110.7,Bueno,Mixto,Si,No,83,9,18.8,125.0,13.34
2,Residencial,Costa,310.6,Bueno,Mixto,Si,Si,74,20,33.0,151.8,35.86
4,Comercial,Sierra,149.0,Bueno,Mixto,Si,Si,62,8,28.4,97.8,18.79
4,Comercial,Sierra,285.4,Regular,Madera,Si,No,93,20,20.4,137.8,51.79
4,Residencial,Oriente,164.4,Malo,Madera,No,No,86,20,21.6,126.9,28.83
3,Residencial,Costa,232.2,Regular,Hormigon,Si,Si,78,16,28.4,91.7,32.77
4,Comercial,Sierra,334.4,Malo,Hormigon,Si,Si,62,10,29.7,92.0,43.05
4,Residencial,Oriente,246.9,Bueno,Madera,No,No,65,9,21.6,81.6,31.57
3,Residencial,Costa,213.6,Regular,Madera,Si,No,40,17,21.9,84.5,27.0
4,Residencial,Costa,164.4,Bueno,Madera,Si,Si,53,19,22.6,101.3,24.55
4,Residencial,Sierra,251.3,Regular,Madera,No,No,71,6,27.0,133.6,37.39
2,Comercial,Sierra,258.4,Bueno,Mixto,No,No,90,12,20.6,113.7,31.69
3,Residencial,Costa,172.9,Regular,Mixto,No,No,87,18,19.6,110.8,26.3
3,Residencial,Costa,280.9,Regular,Mixto,No,No,49,21,28.2,121.0,30.31
6,Residencial,Sierra,316.6,Malo,Madera,Si,Si,40,13,29.7,96.5,41.16
4,Residencial,Costa,212.5,Bueno,Mixto,No,Si,44,13,25.5,117.9,35.38
3,Residencial,Sierra,209.4,Malo,Mixto,Si,No,42,6,23.5,98.0,38.05
6,Residencial,Costa,163.7,Malo,Hormigon,No,No,88,4,24.5,105.4,22.05
5,Residencial,Sierra,149.9,Bueno,Hormigon,Si,No,89,6,23.8,94.8,19.69
2,Residencial,Oriente,101.8,Regular,Mixto,No,No,97,8,32.4,72.9,19.14
3,Comercial,Sierra,279.1,Malo,Mixto,No,Si,92,10,29.5,77.0,37.21
5,Residencial,Sierra,137.6,Bueno,Mixto,Si,No,66,6,21.1,123.2,26.93
4,Comercial,Oriente,275.1,Regular,Madera,No,No,90,7,23.8,94.7,36.46
7,Residencial,Costa,317.1,Malo,Hormigon,No,Si,93,20,26.2,123.2,45.15
4,Residencial,Oriente,194.0,Malo,Hormigon,No,Si,96,6,27.2,130.3,32.74
2,Residencial,Sierra,227.5,Malo,Hormigon,Si,No,61,7,25.0,111.9,30.25
4,Residencial,Costa,240.0,Regular,Mixto,No,Si,57,5,30.2,97.1,29.23
4,Comercial,Oriente,187.7,Malo,Madera,No,Si,55,17,29.5,131.3,30.46
4,Residencial,Costa,188.6,Regular,Hormigon,Si,No,41,8,25.6,93.7,24.74
5,Residencial,Costa,315.1,Malo,Hormigon,Si,No,86,5,30.8,86.0,41.28
5,Comercial,Oriente,235.6,Bueno,Madera,No,Si,52,18,29.3,159.3,32.06
7,Comercial,Costa,203.7,Malo,Mixto,Si,No,84,14,29.7,59.8,28.88
5,Residencial,Oriente,197.3,Bueno,Mixto,Si,Si,55,13,32.3,66.2,29.63
3,Comercial,Sierra,258.6,Bueno,Hormigon,Si,Si,47,23,22.0,113.9,33.43
1,Comercial,Costa,215.5,Bueno,Hormigon,No,Si,82,4,22.0,126.0,35.17
1,Comercial,Sierra,50.0,Regular,Madera,No,No,47,22,31.3,102.6,8.97
4,Residencial,Sierra,226.4,Bueno,Hormigon,Si,No,93,17,29.6,89.7,29.23
2,Residencial,Costa,131.9,Malo,Madera,No,Si,49,17,31.9,65.3,19.49
7,Residencial,Oriente,287.7,Regular,Hormigon,Si,Si,94,4,18.9,112.7,31.39
2,Comercial,Costa,281.7,Bueno,Hormigon,No,No,72,12,27.4,101.9,31.65
6,Residencial,Sierra,281.9,Regular,Hormigon,Si,Si,70,20,20.2,124.3,33.6
5,Comercial,Sierra,329.4,Regular,Mixto,No,Si,51,17,25.6,122.1,54.14
5,Residencial,Oriente,200.2,Regular,Madera,Si,No,48,16,20.3,98.7,39.68
6,Residencial,Costa,267.6,Malo,Madera,No,No,76,16,19.9,132.4,36.04
4,Comercial,Sierra,172.5,Bueno,Mixto,No,No,48,9,18.2,127.1,21.89
4,Residencial,Sierra,277.1,Regular,Mixto,Si,No,87,10,27.5,140.5,33.61
3,Comercial,Sierra,176.2,Regular,Mixto,No,Si,57,5,23.4,126.6,29.72
7,Comercial,Oriente,344.0,Regular,Madera,No,No,69,11,19.6,103.5,57.64
3,Residencial,Sierra,102.3,Bueno,Hormigon,No,No,71,9,22.8,113.2,17.76
7,Comercial,Sierra,226.0,Regular,Mixto,No,Si,79,6,20.5,106.4,24.72
4,Residencial,Costa,282.7,Regular,Mixto,No,Si,62,21,32.1,104.9,32.79
7,Residencial,Costa,374.2,Malo,Mixto,No,Si,50,21,22.8,104.1,48.95
5,Comercial,Sierra,285.4,Bueno,Hormigon,No,No,59,9,23.0,140.1,45.89
2,Residencial,Sierra,243.8,Malo,Hormigon,No,Si,58,14,30.6,127.1,28.11
4,Comercial,Costa,199.0,Bueno,Mixto,Si,No,75,6,27.7,100.1,28.05
4,Residencial,Oriente,178.2,Bueno,Hormigon,No,Si,91,19,28.7,119.8,21.64
4,Residencial,Oriente,284.3,Bueno,Mixto,Si,No,65,8,27.5,109.7,33.89
3,Residencial,Oriente,147.8,Malo,Hormigon,No,Si,49,5,32.2,89.8,22.73
6,Residencial,Oriente,287.4,Malo,Madera,Si,No,63,18,21.1,72.8,32.19
5,Residencial,Oriente,311.2,Malo,Madera,No,No,52,19,32.8,96.7,40.24
4,Comercial,Oriente,162.5,Malo,Hormigon,Si,Si,91,10,30.5,133.3,24.29
5,Comercial,Oriente,189.8,Regular,Madera,Si,Si,85,19,26.8,63.4,21.38
7,Comercial,Oriente,309.2,Regular,Madera,No,No,92,7,27.9,135.4,43.51
2,Comercial,Costa,141.9,Regular,Madera,Si,Si,73,19,27.7,121.9,21.06
6,Comercial,Oriente,222.3,Bueno,Mixto,No,No,68,20,18.9,84.5,25.07
7,Comercial,Oriente,309.5,Regular,Hormigon,No,No,75,5,21.3,115.7,39.31
7,Residencial,Oriente,235.4,Bueno,Hormigon,Si,No,46,19,32.4,110.4,33.8
5,Residencial,Sierra,355.0,Malo,Hormigon,No,Si,90,7,26.0,113.9,38.53
5,Comercial,Costa,324.7,Bueno,Madera,Si,No,69,10,23.7,72.2,41.38
2,Comercial,Costa,127.6,Bueno,Mixto,Si,No,56,21,29.4,129.1,20.7
3,Residencial,Costa,237.5,Regular,Hormigon,No,No,87,9,25.9,125.0,29.82
3,Residencial,Oriente,248.2,Malo,Madera,No,No,52,21,18.2,120.8,30.8
5,Residencial,Oriente,284.9,Malo,Mixto,No,Si,95,10,29.0,91.5,36.05
4,Comercial,Sierra,277.5,Regular,Mixto,No,Si,63,5,29.0,94.6,30.66
5,Comercial,Costa,305.3,Malo,Hormigon,No,No,93,22,20.5,88.1,47.91
7,Comercial,Oriente,273.7,Malo,Hormigon,Si,Si,94,12,32.3,117.5,29.43
4,Residencial,Costa,165.1,Malo,Madera,Si,Si,70,7,21.4,123.9,22.42
2,Residencial,Sierra,222.9,Regular,Hormigon,No,No,97,17,24.9,94.3,30.2
4,Comercial,Sierra,266.5,Malo,Madera,No,Si,66,8,19.7,57.6,47.61
7,Comercial,Sierra,319.8,Bueno,Mixto,No,Si,89,10,27.0,108.6,55.73
2,Residencial,Costa,147.5,Bueno,Mixto,Si,Si,60,11,23.6,130.8,18.85
4,Residencial,Oriente,187.8,Malo,Mixto,Si,Si,83,18,23.3,70.4,32.33
3,Residencial,Oriente,156.6,Regular,Mixto,Si,Si,94,22,30.4,101.8,22.85
3,Residencial,Sierra,182.9,Regular,Hormigon,No,Si,96,14,18.1,70.1,31.24
5,Comercial,Oriente,350.7,Regular,Hormigon,No,No,40,23,30.0,84.5,41.64
